workerid,key,value
W169fd71778,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""random""}"
W169fd71778,trialDataFile,exp1_split2
W169fd71778,featureRandomization,"{""Green"":""Striped"",""Red"":""Solid"",""Blue"":""Spotted"",""Spotted"":""Blue"",""Solid"":""Red"",""Striped"":""Green""}"
W169fd71778,descriptionSet,reduced
W169fd71778,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":14}"
W169fd71778,quizPassed,"{""attempt"":1,""correct"":14,""total"":14}"
W169fd71778,bonus,2
W8f5e72d3a2,startTime,Thu Apr 28 2022 14:41:35 GMT+0100 (British Summer Time)
W8f5e72d3a2,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""random""}"
W8f5e72d3a2,trialDataFile,exp1_split1
W8f5e72d3a2,featureRandomization,"{""Green"":""Green"",""Red"":""Red"",""Blue"":""Blue"",""Spotted"":""Spotted"",""Solid"":""Striped"",""Striped"":""Solid""}"
W8f5e72d3a2,descriptionSet,reduced
W8f5e72d3a2,quizAttempt-1,"{""attempt"":1,""correct"":8,""total"":14}"
W8f5e72d3a2,quizAttempt-2,"{""attempt"":2,""correct"":6,""total"":6}"
W8f5e72d3a2,quizPassed,"{""attempt"":2,""correct"":6,""total"":6}"
W8f5e72d3a2,bonus,2
W008b81ae66,startTime,Thu Apr 28 2022 14:44:43 GMT+0100 (British Summer Time)
W008b81ae66,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""random""}"
W008b81ae66,trialDataFile,exp1_split3
W008b81ae66,featureRandomization,"{""Green"":""Solid"",""Red"":""Striped"",""Blue"":""Spotted"",""Spotted"":""Red"",""Solid"":""Blue"",""Striped"":""Green""}"
W008b81ae66,descriptionSet,reduced
W008b81ae66,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":14}"
W008b81ae66,quizPassed,"{""attempt"":1,""correct"":14,""total"":14}"
W008b81ae66,bonus,2
W46162ee2e3,startTime,Thu Apr 28 2022 14:40:51 GMT+0100 (British Summer Time)
W46162ee2e3,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""random""}"
W46162ee2e3,trialDataFile,exp1_split1
W46162ee2e3,featureRandomization,"{""Green"":""Green"",""Red"":""Blue"",""Blue"":""Red"",""Spotted"":""Striped"",""Solid"":""Solid"",""Striped"":""Spotted""}"
W46162ee2e3,descriptionSet,reduced
W46162ee2e3,quizAttempt-1,"{""attempt"":1,""correct"":11,""total"":14}"
W46162ee2e3,quizAttempt-2,"{""attempt"":2,""correct"":5,""total"":5}"
W46162ee2e3,quizPassed,"{""attempt"":2,""correct"":5,""total"":5}"
W46162ee2e3,bonus,2
W8071ab4703,startTime,Thu Apr 28 2022 14:43:06 GMT+0100 (British Summer Time)
W8071ab4703,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""random""}"
W8071ab4703,trialDataFile,exp1_split2
W8071ab4703,featureRandomization,"{""Green"":""Striped"",""Red"":""Solid"",""Blue"":""Spotted"",""Spotted"":""Red"",""Solid"":""Blue"",""Striped"":""Green""}"
W8071ab4703,descriptionSet,reduced
W8071ab4703,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":14}"
W8071ab4703,quizPassed,"{""attempt"":1,""correct"":14,""total"":14}"
W8071ab4703,bonus,2
Wa0ebdb5417,startTime,Thu Apr 28 2022 14:41:52 GMT+0100 (BST)
Wa0ebdb5417,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""random""}"
Wa0ebdb5417,trialDataFile,exp1_split2
Wa0ebdb5417,featureRandomization,"{""Green"":""Red"",""Red"":""Green"",""Blue"":""Blue"",""Spotted"":""Solid"",""Solid"":""Striped"",""Striped"":""Spotted""}"
Wa0ebdb5417,descriptionSet,reduced
Wa0ebdb5417,quizAttempt-1,"{""attempt"":1,""correct"":11,""total"":14}"
Wa0ebdb5417,quizAttempt-2,"{""attempt"":2,""correct"":6,""total"":6}"
Wa0ebdb5417,quizPassed,"{""attempt"":2,""correct"":6,""total"":6}"
Wa0ebdb5417,bonus,2
Wed17aba9f7,startTime,Thu Apr 28 2022 14:44:10 GMT+0100 (British Summer Time)
Wed17aba9f7,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""random""}"
Wed17aba9f7,trialDataFile,exp1_split1
Wed17aba9f7,featureRandomization,"{""Green"":""Blue"",""Red"":""Red"",""Blue"":""Green"",""Spotted"":""Striped"",""Solid"":""Solid"",""Striped"":""Spotted""}"
Wed17aba9f7,descriptionSet,reduced
Wed17aba9f7,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":14}"
Wed17aba9f7,quizPassed,"{""attempt"":1,""correct"":14,""total"":14}"
Wed17aba9f7,bonus,2
W5826c22e00,startTime,Thu Apr 28 2022 14:53:07 GMT+0100 (British Summer Time)
W5826c22e00,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""random""}"
W5826c22e00,trialDataFile,exp1_split1
W5826c22e00,featureRandomization,"{""Green"":""Striped"",""Red"":""Spotted"",""Blue"":""Solid"",""Spotted"":""Green"",""Solid"":""Red"",""Striped"":""Blue""}"
W5826c22e00,descriptionSet,reduced
W5826c22e00,quizAttempt-1,"{""attempt"":1,""correct"":13,""total"":14}"
W5826c22e00,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":3}"
W5826c22e00,quizPassed,"{""attempt"":2,""correct"":3,""total"":3}"
W5826c22e00,bonus,2
W0a7ed716cb,startTime,Thu Apr 28 2022 15:06:34 GMT+0100 (British Summer Time)
W0a7ed716cb,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""random""}"
W0a7ed716cb,trialDataFile,exp1_split1
W0a7ed716cb,featureRandomization,"{""Green"":""Blue"",""Red"":""Green"",""Blue"":""Red"",""Spotted"":""Spotted"",""Solid"":""Striped"",""Striped"":""Solid""}"
W0a7ed716cb,descriptionSet,reduced
W0a7ed716cb,quizAttempt-1,"{""attempt"":1,""correct"":10,""total"":14}"
W0a7ed716cb,quizAttempt-2,"{""attempt"":2,""correct"":6,""total"":6}"
W0a7ed716cb,quizPassed,"{""attempt"":2,""correct"":6,""total"":6}"
W0a7ed716cb,bonus,2
W0d28b2c75e,startTime,Thu Apr 28 2022 14:49:24 GMT+0100 (British Summer Time)
W0d28b2c75e,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""random""}"
W0d28b2c75e,trialDataFile,exp1_split3
W0d28b2c75e,featureRandomization,"{""Green"":""Striped"",""Red"":""Spotted"",""Blue"":""Solid"",""Spotted"":""Green"",""Solid"":""Blue"",""Striped"":""Red""}"
W0d28b2c75e,descriptionSet,reduced
W0d28b2c75e,quizAttempt-1,"{""attempt"":1,""correct"":12,""total"":14}"
W0d28b2c75e,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":5}"
W0d28b2c75e,quizAttempt-3,"{""attempt"":3,""correct"":2,""total"":2}"
W0d28b2c75e,quizPassed,"{""attempt"":3,""correct"":2,""total"":2}"
W0d28b2c75e,bonus,2
W8bb2b89bc7,startTime,Thu Apr 28 2022 15:44:02 GMT+0100 (British Summer Time)
W8bb2b89bc7,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""random""}"
W8bb2b89bc7,trialDataFile,exp1_split2
W8bb2b89bc7,featureRandomization,"{""Green"":""Green"",""Red"":""Blue"",""Blue"":""Red"",""Spotted"":""Solid"",""Solid"":""Striped"",""Striped"":""Spotted""}"
W8bb2b89bc7,descriptionSet,reduced
W8bb2b89bc7,quizAttempt-1,"{""attempt"":1,""correct"":11,""total"":14}"
W8bb2b89bc7,quizAttempt-2,"{""attempt"":2,""correct"":6,""total"":6}"
W8bb2b89bc7,quizPassed,"{""attempt"":2,""correct"":6,""total"":6}"
W8bb2b89bc7,bonus,2
W36e8909661,startTime,Thu Apr 28 2022 15:44:00 GMT+0100 (British Summer Time)
W36e8909661,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""random""}"
W36e8909661,trialDataFile,exp1_split3
W36e8909661,featureRandomization,"{""Green"":""Green"",""Red"":""Red"",""Blue"":""Blue"",""Spotted"":""Solid"",""Solid"":""Spotted"",""Striped"":""Striped""}"
W36e8909661,descriptionSet,reduced
W36e8909661,quizAttempt-1,"{""attempt"":1,""correct"":13,""total"":14}"
W36e8909661,quizAttempt-2,"{""attempt"":2,""correct"":2,""total"":2}"
W36e8909661,quizPassed,"{""attempt"":2,""correct"":2,""total"":2}"
W36e8909661,bonus,2
Wf041f0fae7,startTime,Thu Apr 28 2022 15:43:53 GMT+0100 (British Summer Time)
Wf041f0fae7,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""random""}"
Wf041f0fae7,trialDataFile,exp1_split1
Wf041f0fae7,featureRandomization,"{""Green"":""Green"",""Red"":""Blue"",""Blue"":""Red"",""Spotted"":""Spotted"",""Solid"":""Solid"",""Striped"":""Striped""}"
Wf041f0fae7,descriptionSet,reduced
Wf041f0fae7,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":14}"
Wf041f0fae7,quizPassed,"{""attempt"":1,""correct"":14,""total"":14}"
Wf041f0fae7,bonus,2
W2f3d26308b,startTime,Thu Apr 28 2022 15:43:48 GMT+0100 (British Summer Time)
W2f3d26308b,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""random""}"
W2f3d26308b,trialDataFile,exp1_split2
W2f3d26308b,featureRandomization,"{""Green"":""Solid"",""Red"":""Striped"",""Blue"":""Spotted"",""Spotted"":""Blue"",""Solid"":""Red"",""Striped"":""Green""}"
W2f3d26308b,descriptionSet,reduced
W2f3d26308b,quizAttempt-1,"{""attempt"":1,""correct"":5,""total"":14}"
W2f3d26308b,quizAttempt-2,"{""attempt"":2,""correct"":13,""total"":14}"
W2f3d26308b,quizAttempt-3,"{""attempt"":3,""correct"":2,""total"":2}"
W2f3d26308b,quizPassed,"{""attempt"":3,""correct"":2,""total"":2}"
W2f3d26308b,bonus,2
W366cae1c21,startTime,Thu Apr 28 2022 10:43:41 GMT-0400 (Eastern Daylight Time)
W366cae1c21,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""random""}"
W366cae1c21,trialDataFile,exp1_split3
W366cae1c21,featureRandomization,"{""Green"":""Red"",""Red"":""Blue"",""Blue"":""Green"",""Spotted"":""Solid"",""Solid"":""Striped"",""Striped"":""Spotted""}"
W366cae1c21,descriptionSet,reduced
W366cae1c21,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":14}"
W366cae1c21,quizPassed,"{""attempt"":1,""correct"":14,""total"":14}"
W366cae1c21,bonus,2
W1aa071b7f7,startTime,Thu Apr 28 2022 15:44:01 GMT+0100 (British Summer Time)
W1aa071b7f7,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""random""}"
W1aa071b7f7,trialDataFile,exp1_split1
W1aa071b7f7,featureRandomization,"{""Green"":""Solid"",""Red"":""Spotted"",""Blue"":""Striped"",""Spotted"":""Green"",""Solid"":""Red"",""Striped"":""Blue""}"
W1aa071b7f7,descriptionSet,reduced
W1aa071b7f7,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":14}"
W1aa071b7f7,quizPassed,"{""attempt"":1,""correct"":14,""total"":14}"
W1aa071b7f7,bonus,2
W007164629d,startTime,Thu Apr 28 2022 15:44:03 GMT+0100 (British Summer Time)
W007164629d,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""random""}"
W007164629d,trialDataFile,exp1_split1
W007164629d,featureRandomization,"{""Green"":""Red"",""Red"":""Blue"",""Blue"":""Green"",""Spotted"":""Striped"",""Solid"":""Spotted"",""Striped"":""Solid""}"
W007164629d,descriptionSet,reduced
W007164629d,quizAttempt-1,"{""attempt"":1,""correct"":13,""total"":14}"
W007164629d,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":3}"
W007164629d,quizPassed,"{""attempt"":2,""correct"":3,""total"":3}"
W007164629d,bonus,2
W48555814fd,startTime,Thu Apr 28 2022 15:44:47 GMT+0100 (British Summer Time)
W48555814fd,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""random""}"
W48555814fd,trialDataFile,exp1_split2
W48555814fd,featureRandomization,"{""Green"":""Spotted"",""Red"":""Solid"",""Blue"":""Striped"",""Spotted"":""Blue"",""Solid"":""Red"",""Striped"":""Green""}"
W48555814fd,descriptionSet,reduced
W48555814fd,quizAttempt-1,"{""attempt"":1,""correct"":13,""total"":14}"
W48555814fd,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":3}"
W48555814fd,quizPassed,"{""attempt"":2,""correct"":3,""total"":3}"
W48555814fd,bonus,2
Waac6a14a6a,startTime,Thu Apr 28 2022 15:44:55 GMT+0100 (British Summer Time)
Waac6a14a6a,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""random""}"
Waac6a14a6a,trialDataFile,exp1_split3
Waac6a14a6a,featureRandomization,"{""Green"":""Striped"",""Red"":""Spotted"",""Blue"":""Solid"",""Spotted"":""Red"",""Solid"":""Blue"",""Striped"":""Green""}"
Waac6a14a6a,descriptionSet,reduced
Waac6a14a6a,quizAttempt-1,"{""attempt"":1,""correct"":12,""total"":14}"
Waac6a14a6a,quizAttempt-2,"{""attempt"":2,""correct"":5,""total"":5}"
Waac6a14a6a,quizPassed,"{""attempt"":2,""correct"":5,""total"":5}"
Waac6a14a6a,bonus,2
W9f7e7304aa,startTime,Thu Apr 28 2022 15:44:00 GMT+0100 (British Summer Time)
W9f7e7304aa,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""random""}"
W9f7e7304aa,trialDataFile,exp1_split1
W9f7e7304aa,featureRandomization,"{""Green"":""Blue"",""Red"":""Green"",""Blue"":""Red"",""Spotted"":""Striped"",""Solid"":""Solid"",""Striped"":""Spotted""}"
W9f7e7304aa,descriptionSet,reduced
W9f7e7304aa,quizAttempt-1,"{""attempt"":1,""correct"":10,""total"":14}"
W9f7e7304aa,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":5}"
W9f7e7304aa,quizAttempt-3,"{""attempt"":3,""correct"":2,""total"":3}"
W9f7e7304aa,quizFailed,"{""attempt"":3,""correct"":2,""total"":3}"
W3ea77f0141,startTime,Thu Apr 28 2022 15:44:04 GMT+0100 (British Summer Time)
W3ea77f0141,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""random""}"
W3ea77f0141,trialDataFile,exp1_split2
W3ea77f0141,featureRandomization,"{""Green"":""Blue"",""Red"":""Red"",""Blue"":""Green"",""Spotted"":""Solid"",""Solid"":""Spotted"",""Striped"":""Striped""}"
W3ea77f0141,descriptionSet,reduced
W3ea77f0141,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":14}"
W3ea77f0141,quizPassed,"{""attempt"":1,""correct"":14,""total"":14}"
W3ea77f0141,bonus,2
W0f30ac771c,startTime,Thu Apr 28 2022 15:44:48 GMT+0100 (British Summer Time)
W0f30ac771c,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""random""}"
W0f30ac771c,trialDataFile,exp1_split3
W0f30ac771c,featureRandomization,"{""Green"":""Red"",""Red"":""Blue"",""Blue"":""Green"",""Spotted"":""Spotted"",""Solid"":""Solid"",""Striped"":""Striped""}"
W0f30ac771c,descriptionSet,reduced
W0f30ac771c,quizAttempt-1,"{""attempt"":1,""correct"":6,""total"":14}"
W0f30ac771c,quizAttempt-2,"{""attempt"":2,""correct"":13,""total"":14}"
W0f30ac771c,quizAttempt-3,"{""attempt"":3,""correct"":3,""total"":3}"
W0f30ac771c,quizPassed,"{""attempt"":3,""correct"":3,""total"":3}"
W0f30ac771c,bonus,2
W2eaf8e36a3,startTime,Thu Apr 28 2022 10:46:07 GMT-0400 (Eastern Daylight Time)
W2eaf8e36a3,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""random""}"
W2eaf8e36a3,trialDataFile,exp1_split2
W2eaf8e36a3,featureRandomization,"{""Green"":""Striped"",""Red"":""Spotted"",""Blue"":""Solid"",""Spotted"":""Green"",""Solid"":""Red"",""Striped"":""Blue""}"
W2eaf8e36a3,descriptionSet,reduced
W2eaf8e36a3,quizAttempt-1,"{""attempt"":1,""correct"":13,""total"":14}"
W2eaf8e36a3,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":3}"
W2eaf8e36a3,quizPassed,"{""attempt"":2,""correct"":3,""total"":3}"
W2eaf8e36a3,bonus,2
Wc45ecd1695,startTime,Thu Apr 28 2022 15:46:49 GMT+0100 (British Summer Time)
Wc45ecd1695,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""random""}"
Wc45ecd1695,trialDataFile,exp1_split2
Wc45ecd1695,featureRandomization,"{""Green"":""Red"",""Red"":""Green"",""Blue"":""Blue"",""Spotted"":""Striped"",""Solid"":""Solid"",""Striped"":""Spotted""}"
Wc45ecd1695,descriptionSet,reduced
Wc45ecd1695,quizAttempt-1,"{""attempt"":1,""correct"":12,""total"":14}"
Wc45ecd1695,quizAttempt-2,"{""attempt"":2,""correct"":6,""total"":6}"
Wc45ecd1695,quizPassed,"{""attempt"":2,""correct"":6,""total"":6}"
Wc45ecd1695,bonus,2
W44435d1981,startTime,Thu Apr 28 2022 15:44:44 GMT+0100 (British Summer Time)
W44435d1981,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""random""}"
W44435d1981,trialDataFile,exp1_split1
W44435d1981,featureRandomization,"{""Green"":""Red"",""Red"":""Blue"",""Blue"":""Green"",""Spotted"":""Solid"",""Solid"":""Spotted"",""Striped"":""Striped""}"
W44435d1981,descriptionSet,reduced
W44435d1981,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":14}"
W44435d1981,quizPassed,"{""attempt"":1,""correct"":14,""total"":14}"
W44435d1981,bonus,2
W71ba61b92c,startTime,Thu Apr 28 2022 15:44:25 GMT+0100 (British Summer Time)
W71ba61b92c,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""random""}"
W71ba61b92c,trialDataFile,exp1_split1
W71ba61b92c,featureRandomization,"{""Green"":""Spotted"",""Red"":""Solid"",""Blue"":""Striped"",""Spotted"":""Blue"",""Solid"":""Green"",""Striped"":""Red""}"
W71ba61b92c,descriptionSet,reduced
W71ba61b92c,quizAttempt-1,"{""attempt"":1,""correct"":8,""total"":14}"
W71ba61b92c,quizAttempt-2,"{""attempt"":2,""correct"":10,""total"":11}"
W71ba61b92c,quizAttempt-3,"{""attempt"":3,""correct"":2,""total"":2}"
W71ba61b92c,quizPassed,"{""attempt"":3,""correct"":2,""total"":2}"
W71ba61b92c,bonus,2
Wf5da1ddb81,startTime,Thu Apr 28 2022 09:48:51 GMT-0500 (Central Daylight Time)
Wf5da1ddb81,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""random""}"
Wf5da1ddb81,trialDataFile,exp1_split3
Wf5da1ddb81,featureRandomization,"{""Green"":""Red"",""Red"":""Blue"",""Blue"":""Green"",""Spotted"":""Solid"",""Solid"":""Striped"",""Striped"":""Spotted""}"
Wf5da1ddb81,descriptionSet,reduced
Wf5da1ddb81,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":14}"
Wf5da1ddb81,quizPassed,"{""attempt"":1,""correct"":14,""total"":14}"
Wf5da1ddb81,bonus,2
W8a04d10e2f,startTime,Thu Apr 28 2022 15:45:48 GMT+0100 (British Summer Time)
W8a04d10e2f,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""random""}"
W8a04d10e2f,trialDataFile,exp1_split1
W8a04d10e2f,featureRandomization,"{""Green"":""Red"",""Red"":""Green"",""Blue"":""Blue"",""Spotted"":""Spotted"",""Solid"":""Solid"",""Striped"":""Striped""}"
W8a04d10e2f,descriptionSet,reduced
W8a04d10e2f,quizAttempt-1,"{""attempt"":1,""correct"":13,""total"":14}"
W8a04d10e2f,quizAttempt-2,"{""attempt"":2,""correct"":2,""total"":2}"
W8a04d10e2f,quizPassed,"{""attempt"":2,""correct"":2,""total"":2}"
W8a04d10e2f,bonus,2
W4ceabb411d,startTime,Thu Apr 28 2022 15:44:57 GMT+0100 (British Summer Time)
W4ceabb411d,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""random""}"
W4ceabb411d,trialDataFile,exp1_split1
W4ceabb411d,featureRandomization,"{""Green"":""Green"",""Red"":""Red"",""Blue"":""Blue"",""Spotted"":""Striped"",""Solid"":""Spotted"",""Striped"":""Solid""}"
W4ceabb411d,descriptionSet,reduced
W4ceabb411d,quizAttempt-1,"{""attempt"":1,""correct"":13,""total"":14}"
W4ceabb411d,quizAttempt-2,"{""attempt"":2,""correct"":2,""total"":3}"
W4ceabb411d,quizAttempt-3,"{""attempt"":3,""correct"":3,""total"":3}"
W4ceabb411d,quizPassed,"{""attempt"":3,""correct"":3,""total"":3}"
W4ceabb411d,bonus,2
W811c78931b,startTime,Thu Apr 28 2022 16:17:38 GMT+0100 (British Summer Time)
W811c78931b,condition,"{""objective"":""ambiguous"",""trial_type"":""select"",""horizon"":""random""}"
W811c78931b,trialDataFile,exp1_split1
W811c78931b,featureRandomization,"{""Green"":""Spotted"",""Red"":""Solid"",""Blue"":""Striped"",""Spotted"":""Blue"",""Solid"":""Red"",""Striped"":""Green""}"
W811c78931b,descriptionSet,reduced
W811c78931b,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":14}"
W811c78931b,quizPassed,"{""attempt"":1,""correct"":14,""total"":14}"
W811c78931b,bonus,2
